0,0,184750
1,126,21750
2,0,1561950
3,6,58350
4,68,29200
5,219,15050
6,1,2000000
7,0,194300
8,0,2000000
9,515,4700
10,0,378000
11,0,353050
12,0,95900
13,0,1240000
14,0,366300
15,109,23450
16,0,377700
17,186,17000
18,0,754000
19,0,323500
20,20,43800
21,0,363900
22,26,40900
23,0,557250
24,0,180500
25,0,356900
26,112,23100
27,408,7500
28,436,6700
29,0,417800
30,365,8850
31,16,46800
32,57,31300
33,0,1832200
34,0,421100
35,509,4850
36,0,801000
37,0,200700
38,0,397850
39,1,81300
40,0,309000
41,0,546100
42,10,52150
43,0,174850
44,0,303900
45,6,58750
46,0,1020700
47,34,37450
48,0,95150
49,132,21150
50,0,318900
51,0,1213100
52,2,71300
53,392,8000
54,677,1400
55,1,75150
56,0,2000000
57,349,9400
58,319,10500
59,133,21100
60,699,1000
61,0,121350
62,0,423100
63,0,511800
64,307,10950
65,63,30150
66,29,39600
67,0,1840000
68,573,3400
69,1,85700
70,0,303250
71,0,650200
72,0,680000
73,300,11250
74,0,369000
75,29,39600
76,66,29550
77,246,13650
78,0,219650
79,5,60900
80,301,11200
81,1,80500
82,0,417600
83,1,83400
84,0,257600
85,0,774000
86,623,2400
87,209,15600
88,0,1052100
89,0,660750
90,0,632000
91,0,158600
92,0,367400
93,22,42600
94,297,11350
95,407,7550
96,0,257800
97,0,566500
98,550,3900
99,0,408200
100,0,864650
101,0,2000000
102,0,358950
103,0,176350
104,0,1202300
105,124,21900
106,94,25200
107,15,47800
108,699,1000
109,0,778300
110,0,305550
111,0,320500
112,0,332050
113,0,621000
114,0,460900
115,18,45500
116,14,47900
117,9,53400
118,61,30400
119,1,78450
120,279,12100
121,0,542100
122,0,109500
123,0,456400
124,0,475200
125,0,473500
126,0,511150
127,197,16300
128,0,509350
129,77,27600
130,0,411750
131,0,387550
132,3,65750
133,0,767050
134,0,453550
135,0,1066000
136,431,6850
137,0,276050
138,0,1586400
139,735,400
140,0,752850
141,0,354000
142,0,165850
143,65,29650
144,0,207500
145,0,353850
146,0,421950
147,0,161300
148,0,1502550
149,132,21200
150,23,42200
151,405,7600
152,1,76100
153,356,9150
154,381,8350
155,98,24800
156,169,18150
157,9,53050
158,0,1082000
159,0,1720900
160,0,1204500
161,20,44100
162,0,273650
163,285,11850
164,0,197450
165,0,600150
166,0,573700
167,0,1231750
168,0,307900
169,0,325250
170,0,426900
171,3,68350
172,351,9350
173,436,6700
174,214,15300
175,18,45100
176,224,14750
177,0,1368450
178,3,66800
179,0,2000000
180,25,41500
181,0,357250
182,0,584700
183,660,1700
184,0,397300
185,60,30700
186,55,31650
187,0,209150
188,433,6800
189,5,59850
190,0,161100
191,0,305800
192,455,6200
193,0,2000000
194,0,2000000
195,149,19700
196,0,133650
197,0,1232000
198,8,54400
199,86,26400
200,0,1528700
201,198,16250
202,173,17900
203,58,31000
204,0,210250
205,321,10400
206,0,240700
207,0,1282000
208,16,46550
209,3,66500
210,459,6100
211,0,905800
212,0,460700
213,50,33000
214,46,34000
215,2,71450
216,206,15800
217,3,65600
218,0,459500
219,422,7100
220,0,805200
221,138,20600
222,0,350150
223,0,342450
224,671,1500
225,0,512900
226,436,6700
227,0,2000000
228,13,49000
229,0,410850
230,63,30050
231,155,19200
232,0,771900
233,0,355600
234,0,789100
235,677,1400
236,9,54000
237,50,32850
238,1,81300
239,0,528750
240,137,20750
241,0,640800
242,0,231800
243,1,88100
244,289,11700
245,0,172800
246,0,92850
247,0,244250
248,0,1051300
249,0,603050
250,71,28600
251,74,28200
252,449,6350
253,0,660950
254,177,17600
255,36,36800
256,90,25850
257,28,39850
258,0,370500
259,192,16650
260,247,13600
261,0,324450
262,204,15900
263,0,472800
264,0,111450
265,0,541300
266,208,15650
267,6,59450
268,0,512100
269,0,255700
270,1,74550
271,0,441950
272,0,484200
273,0,459800
274,0,904300
275,0,287700
276,646,1950
277,34,37500
278,0,310650
279,0,427300
280,111,23300
281,1,80500
282,459,6100
283,10,52050
284,0,201000
285,242,13850
286,0,611950
287,301,11200
288,0,355250
289,2,72350
290,0,466000
291,546,4000
292,15,47150
293,16,46400
294,346,9500
295,256,13150
296,49,33150
297,0,1088350
298,0,559400
299,0,308400
