0,62,316000
1,312,13500
2,167,130250
3,277,36000
4,326,5600
5,324,6350
6,50,354400
7,304,18700
8,334,1000
9,329,3800
10,6,752800
11,13,607500
12,318,10400
13,1,1054000
14,1,1034100
15,326,5350
16,234,67600
17,317,10500
18,143,158500
19,165,132700
20,39,400200
21,3,904200
22,309,15650
23,1,2000000
24,314,12550
25,308,15800
26,324,6900
27,279,34300
28,318,10000
29,0,1322500
30,316,11300
31,158,140800
32,0,2000000
33,0,2000000
34,50,355200
35,333,1700
36,30,450000
37,335,600
38,32,440400
39,278,34900
40,13,607200
41,0,2000000
42,0,2000000
43,30,450000
44,33,432700
45,330,3400
46,0,2000000
47,304,18400
48,180,116600
49,336,100
50,6,755200
51,307,16800
52,270,40700
53,308,16000
54,335,300
55,33,431700
56,67,301200
57,336,100
58,133,172700
59,321,8300
60,335,0
61,208,89200
62,0,1380400
63,336,100
64,318,10300
65,104,218050
66,61,317900
67,0,1566000
68,211,86800
69,333,1600
70,1,1052000
71,0,2000000
72,23,502500
73,327,4800
74,13,608300
75,98,229400
76,328,4400
77,310,15100
78,334,1000
79,326,5200
80,326,5300
81,4,818100
82,330,3000
83,331,2400
84,3,895500
85,10,652700
86,308,15800
87,8,705000
88,0,2000000
89,0,2000000
90,249,56000
91,8,707300
92,51,350700
93,330,3400
94,335,200
95,294,24600
96,201,95800
97,149,151000
98,273,38850
99,114,200600
100,29,453600
101,0,1501200
102,334,1100
103,8,704300
104,0,1448400
105,325,6200
106,282,32250
107,278,35300
108,234,67350
109,7,715000
110,248,56600
111,13,603000
112,264,44550
113,0,1820000
114,186,110000
115,307,16600
116,0,1455200
117,296,23700
118,282,32450
119,0,2000000
120,325,5800
121,0,1249600
122,321,8500
123,21,512000
124,92,240700
125,0,2000000
126,6,758200
127,330,3400
128,23,500000
129,334,700
130,190,105700
131,304,18600
132,331,2500
133,45,374000
134,121,190000
135,150,150000
136,330,3400
137,333,1600
138,12,617200
139,331,2900
140,0,1354600
141,194,102500
142,316,11400
143,321,8300
144,259,48000
145,334,1100
146,319,9300
147,257,49900
148,334,800
149,314,12300
150,327,4900
151,6,758500
152,335,250
153,333,1600
154,257,49600
155,328,4200
156,336,0
157,324,6500
158,54,340300
159,303,19000
160,24,493500
161,273,38500
162,66,302000
163,294,24550
164,328,4100
165,0,1402150
166,52,349000
167,289,27600
168,0,1806000
169,21,518000
170,271,40200
171,190,105750
172,332,2100
173,4,803700
174,335,400
175,0,2000000
176,334,750
177,30,450000
178,283,31600
179,23,500000
180,0,2000000
181,332,1850
182,21,515400
183,330,3000
184,332,2100
185,334,700
186,322,7600
187,265,44200
188,118,195500
189,221,77500
190,191,104700
191,334,1100
192,223,75900
193,0,2000000
194,1,1002750
195,331,2900
196,335,500
197,0,1351900
198,319,9400
199,0,1407600
200,47,366400
201,310,15000
202,312,13900
203,326,5500
204,330,3150
205,233,67800
206,163,134800
207,11,632600
208,0,2000000
209,193,103300
210,334,1000
211,1,1212000
212,322,7500
213,328,4100
214,318,10300
215,308,16000
216,299,21800
217,296,23700
218,3,902000
219,0,2000000
220,11,636400
221,335,500
222,92,241450
223,281,33000
224,236,65700
225,0,2000000
226,245,59000
227,147,154200
228,8,701000
229,335,650
230,240,62500
231,327,4900
232,0,1440500
233,5,783400
234,13,601200
235,0,1602700
236,335,200
237,323,7300
238,322,8000
239,21,516000
240,1,1205900
241,172,125000
242,303,19000
243,199,97800
244,322,7500
245,2,922500
246,214,83800
247,43,384000
248,6,754000
249,241,61450
250,4,814100
251,59,325000
252,292,26150
253,254,51850
254,285,30700
255,334,900
256,297,23000
257,266,43200
258,2,916000
259,329,3650
260,324,6500
261,15,579800
262,0,2000000
263,147,154000
264,330,3000
265,62,316000
266,139,164300
267,274,38000
268,306,17100
269,271,40200
270,216,81800
271,0,1293400
272,0,2000000
273,278,35000
274,0,1362000
275,324,6500
276,305,17950
277,324,6500
278,331,2900
279,329,3600
280,323,7300
281,4,806200
282,292,26000
283,332,2000
284,334,1000
285,303,19100
286,52,348400
287,40,397200
288,330,3200
289,165,132500
290,304,18400
291,298,22500
292,237,64700
293,334,1000
294,315,12100
295,58,326950
296,333,1800
297,12,620000
298,44,380000
299,196,100700
300,138,165800
301,285,30500
302,153,146100
303,335,600
304,30,450000
305,0,2000000
306,276,36700
307,8,700900
308,331,2500
309,152,147500
310,0,1813000
311,0,1265800
312,114,201000
313,38,403800
314,188,108300
315,23,502400
316,252,53800
317,60,320350
318,253,52400
319,30,450600
320,206,91400
321,34,425550
322,332,2200
323,318,9900
324,116,198400
325,335,600
326,0,2000000
327,316,11100
328,310,14800
329,157,142000
330,315,11650
331,0,2000000
332,293,25600
333,0,2000000
334,277,36000
335,30,449300
336,0,1893000
337,335,450
338,0,1460150
339,131,175600
340,12,625700
341,0,1402300
342,308,16300
343,270,40500
344,313,13300
345,10,650000
346,0,1699500
347,206,91100
348,59,324200
349,239,62950
350,332,2100
351,7,733800
352,0,2000000
353,0,1645400
354,300,21100
355,218,80850
356,328,4450
357,318,10250
358,150,150000
359,332,2250
360,38,403500
361,279,34350
362,334,850
363,317,10800
364,7,730000
365,335,200
366,178,118200
367,333,1800
368,108,210800
369,11,635600
370,64,309900
371,0,2000000
372,320,9200
373,326,5200
374,121,189850
375,320,9200
376,0,2000000
377,235,66800
378,18,547200
379,332,2250
380,323,7200
381,329,4000
382,329,3600
383,321,8400
384,16,570100
385,332,2200
386,306,17200
387,280,33900
388,30,450000
389,1,1050000
390,310,15000
391,284,31100
392,0,2000000
393,230,70600
394,18,541000
395,310,14900
396,303,19100
397,329,3600
398,29,458400
399,154,145500
400,307,16500
401,329,3600
402,147,154000
403,271,40200
404,320,9200
405,82,261600
406,306,17150
407,0,1693500
408,327,5000
409,324,6700
410,331,2500
411,156,143200
412,0,2000000
413,186,110200
414,269,41400
415,313,13100
416,335,650
417,303,19300
418,335,400
419,336,100
420,317,10700
421,332,1850
422,328,4500
423,43,382200
424,289,28200
425,13,601600
426,0,2000000
427,302,19800
428,307,16500
429,8,700300
430,201,95200
431,1,1033200
432,154,144600
433,334,800
434,25,482800
435,300,20900
436,30,451300
437,0,2000000
438,234,67600
439,0,2000000
440,307,16800
441,274,38100
442,280,33600
443,38,405200
444,322,8000
445,258,49000
446,0,1995000
447,307,16850
448,328,4400
449,215,82600
450,0,2000000
451,292,26000
452,312,13700
453,334,1050
454,321,8600
455,113,202300
456,283,31500
457,59,324200
458,280,33800
459,314,12450
460,270,40400
461,230,70200
462,328,4100
463,310,15100
464,164,133900
465,18,549800
466,13,612000
467,288,28400
468,0,2000000
469,327,4700
470,310,14900
471,299,21700
472,333,1800
473,335,600
474,21,512800
475,0,2000000
476,1,1003300
477,0,1493600
478,0,2000000
479,0,2000000
480,282,32400
481,76,275600
482,234,67600
483,32,436000
484,0,1452200
485,46,369100
486,303,18950
487,0,2000000
488,9,684500
489,0,1564500
490,329,3600
491,0,2000000
492,333,1600
493,225,74950
494,253,52500
495,335,200
496,0,2000000
497,320,9000
498,330,3400
499,52,349050
500,327,5150
501,281,33300
502,35,420200
503,0,2000000
504,331,2600
505,293,25500
506,150,150400
507,232,68600
508,334,1200
509,71,289650
510,78,272300
511,306,17500
512,269,41300
513,326,5200
514,320,9100
515,0,1372500
516,295,24400
517,1,1030000
518,278,35400
519,330,3300
520,181,115000
521,0,1465600
522,83,259450
523,334,750
524,329,3800
525,205,91600
526,198,98550
527,0,2000000
528,326,5500
529,246,58300
530,323,7100
531,99,227700
532,205,91900
533,5,782000
534,111,205800
535,0,2000000
536,317,10550
537,334,800
538,3,871900
539,329,4000
540,139,164600
541,333,1300
542,331,2800
543,1,1022400
544,196,100350
545,329,3700
546,272,39400
547,11,640350
548,335,650
549,331,2800
550,332,2100
551,308,16250
552,126,182750
553,223,76050
554,335,500
555,45,374850
556,1,1050000
557,1,1200800
558,0,1523000
559,303,19400
560,237,64700
561,313,12900
562,316,11000
563,334,700
564,244,59200
565,13,604300
566,303,19100
567,112,204000
568,295,24000
569,334,1000
570,321,8600
571,330,3000
572,0,1442200
573,61,317000
574,299,21700
575,0,1400350
576,335,300
577,335,500
578,308,15900
579,331,2500
580,315,11700
581,321,8300
582,283,32050
583,318,10100
584,277,36100
585,322,8000
586,330,3000
587,329,3700
588,0,2000000
589,325,5900
590,30,450000
591,257,50100
592,332,2050
593,17,560500
594,323,7200
595,234,67000
596,174,122900
597,314,12300
598,319,9300
599,11,632500
600,6,754000
601,264,44600
602,0,2000000
603,310,15000
604,6,750800
605,329,3800
606,269,41000
607,334,900
608,0,2000000
609,331,2400
610,8,704400
611,323,7200
612,334,800
613,291,26400
614,302,19900
615,301,20100
616,318,10000
617,335,500
618,331,2400
619,141,161800
620,0,2000000
621,322,7900
622,299,21400
623,328,4200
624,322,8000
625,325,6000
626,145,156400
627,335,250
628,311,14200
629,235,66550
630,335,300
631,0,2000000
632,198,98000
633,334,1000
634,199,97000
635,1,1008550
636,234,67300
637,331,2800
638,336,100
639,305,18000
640,313,13300
641,38,403400
642,213,84500
643,171,125950
644,259,48000
645,0,1505850
646,331,2600
647,6,750300
648,285,30500
649,174,122300
650,141,162000
651,4,834000
652,30,451000
653,254,52200
654,304,18600
655,319,9500
656,332,2000
657,4,845000
658,267,43000
659,335,250
660,3,867000
661,0,2000000
662,5,802900
663,3,902500
664,146,155200
665,297,22900
666,52,348400
667,140,162800
668,0,2000000
669,335,500
670,300,21000
671,278,35400
672,51,350400
673,227,73000
674,328,4400
675,0,1502600
676,330,3000
677,326,5500
678,0,1519200
679,5,786000
680,67,301400
681,165,132500
682,329,4000
683,0,1351400
684,155,144000
685,293,25150
686,0,2000000
687,311,14400
688,8,688300
689,68,297200
690,315,11600
691,316,11450
692,328,4500
693,170,127050
694,334,800
695,51,352200
696,51,349500
697,333,1300
698,299,21600
699,25,482900
700,247,57000
701,288,28300
702,316,11400
703,6,754000
704,333,1800
705,1,1030000
706,5,795000
707,267,42900
708,248,56250
709,1,1050000
710,146,155400
711,281,33200
712,0,2000000
713,0,1524000
714,226,73400
715,13,600000
716,315,12000
717,305,18100
718,329,3600
719,1,1004600
720,81,263800
